Ts,Depth,WaterTemp,Heading,PilotLat,PilotLon,DroneLat,DroneLon,DroneNorthing,DroneEasting,BatteryLevel,Monotonic,ChlorophyllASensor-Temperature,ChlorophyllASensor-Temperature-unit,ChlorophyllASensor-ChlorophyllAFluorescenceIntensity,ChlorophyllASensor-ChlorophyllAFluorescenceIntensity-unit,CrudeOilSensor-Temperature,CrudeOilSensor-Temperature-unit,CrudeOilSensor-CrudeOilFluorescenceIntensity,CrudeOilSensor-CrudeOilFluorescenceIntensity-unit,ConductivitySensor-Temperature,ConductivitySensor-Temperature-unit,ConductivitySensor-ActualConductivity,ConductivitySensor-ActualConductivity-unit,ConductivitySensor-SpecificConductivity,ConductivitySensor-SpecificConductivity-unit,ConductivitySensor-Salinity,ConductivitySensor-Salinity-unit,ConductivitySensor-Resistivity,ConductivitySensor-Resistivity-unit,ConductivitySensor-DensityOfWater,ConductivitySensor-DensityOfWater-unit,ConductivitySensor-TotalDissolvedSolids,ConductivitySensor-TotalDissolvedSolids-unit,TurbiditySensor-Turbidity,TurbiditySensor-Turbidity-unit,ProbeParameters-Temperature,ProbeParameters-Temperature-unit,ProbeParameters-ExternalVoltage,ProbeParameters-ExternalVoltage-unit
08/01/2025 15:08:59 +00:00,0.297,11.5752583,303.4,50.20165,-66.385248,50.201703902295669,-66.38538835661808,9.521806,-10.4706,0.8509992,01/01/1970 00:19:58 +00:00,8.832214,°C,0.00735201873,RFU,8.82202148,°C,0.000110987574,RFU,8.52889252,°C,31196.41,μS/cm,45515.5039,μS/cm,28.9034061,PSU,32.05497,Ω-cm,1.02241731,g/cm³,29.5850773,ppt,0.165207312,NTU,8.52889252,°C,15.732,V
08/01/2025 15:09:00 +00:00,0.294,11.5752583,315.8,50.20165,-66.385248,50.201703972548628,-66.3853885242647,9.52962,-10.4825687,0.8509992,01/01/1970 00:19:59 +00:00,8.832214,°C,0.00735201873,RFU,8.82202148,°C,0.000110987574,RFU,8.52889252,°C,31196.41,μS/cm,45515.5039,μS/cm,28.9034061,PSU,32.05497,Ω-cm,1.02241731,g/cm³,29.5850773,ppt,0.165207312,NTU,8.52889252,°C,15.732,V
08/01/2025 15:09:01 +00:00,0.292,11.5752583,326.1,50.20165,-66.385248,50.201704048122338,-66.385388630140284,9.538027,-10.4901285,0.8509992,01/01/1970 00:20:00 +00:00,8.831848,°C,0.00568357,RFU,8.823364,°C,0,RFU,8.531597,°C,31190.3848,μS/cm,45503.28,μS/cm,28.8951645,PSU,32.06116,Ω-cm,1.02241051,g/cm³,29.5771332,ppt,0.2044266,NTU,8.531597,°C,15.75,V
08/01/2025 15:09:02 +00:00,0.292,11.5752583,336.1,50.20165,-66.385248,50.201704127297091,-66.385388724600631,9.546834,-10.4968719,0.8509992,01/01/1970 00:20:01 +00:00,8.831848,°C,0.00568357,RFU,8.823364,°C,0,RFU,8.531597,°C,31190.3848,μS/cm,45503.28,μS/cm,28.8951645,PSU,32.06116,Ω-cm,1.02241051,g/cm³,29.5771332,ppt,0.2044266,NTU,8.531597,°C,15.75,V
08/01/2025 15:09:03 +00:00,0.296,11.5555143,345.2,50.20165,-66.385248,50.201704244998773,-66.385388832286438,9.559926,-10.50456,0.8503241,01/01/1970 00:20:02 +00:00,8.831848,°C,0.00568357,RFU,8.823364,°C,0,RFU,8.531597,°C,31190.3848,μS/cm,45503.28,μS/cm,28.8951645,PSU,32.06116,Ω-cm,1.02241051,g/cm³,29.5771332,ppt,0.2044266,NTU,8.531597,°C,15.75,V
08/01/2025 15:09:04 +00:00,0.298,11.5555143,354.7,50.20165,-66.385248,50.201704336856679,-66.38538889404326,9.570144,-10.5089693,0.8503241,01/01/1970 00:20:03 +00:00,8.831848,°C,0.00568357,RFU,8.823364,°C,0,RFU,8.531597,°C,31190.3848,μS/cm,45503.28,μS/cm,28.8951645,PSU,32.06116,Ω-cm,1.02241051,g/cm³,29.5771332,ppt,0.2044266,NTU,8.531597,°C,15.75,V
08/01/2025 15:09:05 +00:00,0.302,11.5555143,3.9,50.20165,-66.385248,50.201704447442474,-66.385388938940864,9.582444,-10.5121746,0.8503241,01/01/1970 00:20:04 +00:00,8.831848,°C,0.00568357,RFU,8.823364,°C,0,RFU,8.531597,°C,31190.3848,μS/cm,45503.28,μS/cm,28.8951645,PSU,32.06116,Ω-cm,1.02241051,g/cm³,29.5771332,ppt,0.2044266,NTU,8.531597,°C,15.75,V
08/01/2025 15:09:06 +00:00,0.3,11.5555143,13,50.20165,-66.385248,50.201704571901317,-66.385388954685936,9.596289,-10.513299,0.8503241,01/01/1970 00:20:05 +00:00,8.831848,°C,0.00568357,RFU,8.823364,°C,0,RFU,8.531597,°C,31190.3848,μS/cm,45503.28,μS/cm,28.8951645,PSU,32.06116,Ω-cm,1.02241051,g/cm³,29.5771332,ppt,0.2044266,NTU,8.531597,°C,15.75,V
08/01/2025 15:09:07 +00:00,0.303,11.5555143,21.9,50.20165,-66.385248,50.201704678376494,-66.385388919538272,9.608131,-10.51079,0.8503241,01/01/1970 00:20:06 +00:00,8.829742,°C,0.00155311567,RFU,8.821136,°C,0,RFU,8.47168,°C,31174.7676,μS/cm,45556.56,μS/cm,28.925106,PSU,32.0772247,Ω-cm,1.02244234,g/cm³,29.611763,ppt,0.192416117,NTU,8.47168,°C,15.732,V
08/01/2025 15:09:08 +00:00,0.295,11.5738821,30.5,50.20165,-66.385248,50.201704780080824,-66.3853888323344,9.619445,-10.5045633,0.8496489,01/01/1970 00:20:07 +00:00,8.829742,°C,0.00155311567,RFU,8.821136,°C,0,RFU,8.47168,°C,31174.7676,μS/cm,45556.56,μS/cm,28.925106,PSU,32.0772247,Ω-cm,1.02244234,g/cm³,29.611763,ppt,0.192416117,NTU,8.47168,°C,15.732,V
08/01/2025 15:09:09 +00:00,0.298,11.5738821,38.8,50.20165,-66.385248,50.201704901393846,-66.385388740243968,9.632938,-10.4979887,0.8496489,01/01/1970 00:20:08 +00:00,8.829742,°C,0.00155311567,RFU,8.821136,°C,0,RFU,8.47168,°C,31174.7676,μS/cm,45556.56,μS/cm,28.925106,PSU,32.0772247,Ω-cm,1.02244234,g/cm³,29.611763,ppt,0.192416117,NTU,8.47168,°C,15.732,V
08/01/2025 15:09:10 +00:00,0.293,11.5738821,47.6,50.20165,-66.385248,50.201705031598728,-66.385388658221729,9.647422,-10.4921331,0.8496489,01/01/1970 00:20:09 +00:00,8.829742,°C,0.00155311567,RFU,8.821136,°C,0,RFU,8.47168,°C,31174.7676,μS/cm,45556.56,μS/cm,28.925106,PSU,32.0772247,Ω-cm,1.02244234,g/cm³,29.611763,ppt,0.192416117,NTU,8.47168,°C,15.732,V
08/01/2025 15:09:11 +00:00,0.294,11.5738821,56.5,50.20165,-66.385248,50.201705108518659,-66.385388459315124,9.655978,-10.477932,0.8496489,01/01/1970 00:20:10 +00:00,8.829742,°C,0.00155311567,RFU,8.821136,°C,0,RFU,8.47168,°C,31174.7676,μS/cm,45556.56,μS/cm,28.925106,PSU,32.0772247,Ω-cm,1.02244234,g/cm³,29.611763,ppt,0.192416117,NTU,8.47168,°C,15.732,V
08/01/2025 15:09:12 +00:00,0.294,11.5738821,65.4,50.20165,-66.385248,50.201705204696445,-66.385388309311324,9.666676,-10.4672222,0.8496489,01/01/1970 00:20:11 +00:00,8.829742,°C,0.00155311567,RFU,8.821136,°C,0,RFU,8.47168,°C,31174.7676,μS/cm,45556.56,μS/cm,28.925106,PSU,32.0772247,Ω-cm,1.02244234,g/cm³,29.611763,ppt,0.192416117,NTU,8.47168,°C,15.732,V
08/01/2025 15:09:13 +00:00,0.295,11.5473881,74.8,50.20165,-66.385248,50.201705290644945,-66.385388080385837,9.676236,-10.4508781,0.8489738,01/01/1970 00:20:12 +00:00,8.824554,°C,0.00710561126,RFU,8.815582,°C,0,RFU,8.464505,°C,31183.4258,μS/cm,45578.34,μS/cm,28.9394913,PSU,32.0683174,Ω-cm,1.02245462,g/cm³,29.6259212,ppt,0.165706873,NTU,8.464505,°C,15.723,V
08/01/2025 15:09:14 +00:00,0.294,11.5473881,84.6,50.20165,-66.385248,50.201705320641267,-66.385387814112107,9.679573,-10.4318676,0.8489738,01/01/1970 00:20:13 +00:00,8.824554,°C,0.00710561126,RFU,8.815582,°C,0,RFU,8.464505,°C,31183.4258,μS/cm,45578.34,μS/cm,28.9394913,PSU,32.0683174,Ω-cm,1.02245462,g/cm³,29.6259212,ppt,0.165706873,NTU,8.464505,°C,15.723,V
08/01/2025 15:09:15 +00:00,0.302,11.5473881,94.4,50.20165,-66.385248,50.201705361475355,-66.3853875772217,9.684114,-10.4149542,0.8489738,01/01/1970 00:20:14 +00:00,8.824554,°C,0.00710561126,RFU,8.815582,°C,0,RFU,8.464505,°C,31183.4258,μS/cm,45578.34,μS/cm,28.9394913,PSU,32.0683174,Ω-cm,1.02245462,g/cm³,29.6259212,ppt,0.165706873,NTU,8.464505,°C,15.723,V
08/01/2025 15:09:16 +00:00,0.295,11.5473881,104.1,50.20165,-66.385248,50.201705367611652,-66.3853873390777,9.684797,-10.3979521,0.8489738,01/01/1970 00:20:15 +00:00,8.824554,°C,0.00710561126,RFU,8.815582,°C,0,RFU,8.464505,°C,31183.4258,μS/cm,45578.34,μS/cm,28.9394913,PSU,32.0683174,Ω-cm,1.02245462,g/cm³,29.6259212,ppt,0.165706873,NTU,8.464505,°C,15.723,V
08/01/2025 15:09:17 +00:00,0.299,11.5473881,114.4,50.20165,-66.385248,50.201705396945869,-66.385387030718888,9.68806,-10.3759365,0.8489738,01/01/1970 00:20:16 +00:00,8.824554,°C,0.00710561126,RFU,8.815582,°C,0,RFU,8.464505,°C,31183.4258,μS/cm,45578.34,μS/cm,28.9394913,PSU,32.0683174,Ω-cm,1.02245462,g/cm³,29.6259212,ppt,0.165706873,NTU,8.464505,°C,15.723,V
08/01/2025 15:09:19 +00:00,0.301,11.5827122,125.7,50.20165,-66.385248,50.201705371094782,-66.385386760864066,9.68518448,-10.35667,0.8476235,01/01/1970 00:20:17 +00:00,8.824554,°C,0.00710561126,RFU,8.815582,°C,0,RFU,8.464505,°C,31183.4258,μS/cm,45578.34,μS/cm,28.9394913,PSU,32.0683174,Ω-cm,1.02245462,g/cm³,29.6259212,ppt,0.165706873,NTU,8.464505,°C,15.723,V
08/01/2025 15:09:20 +00:00,0.295,11.5827122,137.8,50.20165,-66.385248,50.201705309950547,-66.3853864742051,9.678384,-10.3362045,0.8476235,01/01/1970 00:20:18 +00:00,8.816864,°C,0.001422731,RFU,8.810455,°C,0,RFU,8.452793,°C,31172.3379,μS/cm,45577.03,μS/cm,28.9371147,PSU,32.0797234,Ω-cm,1.02245438,g/cm³,29.62507,ppt,0.07890328,NTU,8.452793,°C,15.714,V
08/01/2025 15:09:21 +00:00,0.301,11.5827122,151.3,50.20165,-66.385248,50.201705213851142,-66.3853862019836,9.667694,-10.3167686,0.8476235,01/01/1970 00:20:19 +00:00,8.816864,°C,0.001422731,RFU,8.810455,°C,0,RFU,8.452793,°C,31172.3379,μS/cm,45577.03,μS/cm,28.9371147,PSU,32.0797234,Ω-cm,1.02245438,g/cm³,29.62507,ppt,0.07890328,NTU,8.452793,°C,15.714,V
08/01/2025 15:09:22 +00:00,0.301,11.5827122,164.6,50.20165,-66.385248,50.201705098614063,-66.385385942159871,9.654876,-10.2982187,0.8476235,01/01/1970 00:20:20 +00:00,8.816864,°C,0.001422731,RFU,8.810455,°C,0,RFU,8.452793,°C,31172.3379,μS/cm,45577.03,μS/cm,28.9371147,PSU,32.0797234,Ω-cm,1.02245438,g/cm³,29.62507,ppt,0.07890328,NTU,8.452793,°C,15.714,V
08/01/2025 15:09:23 +00:00,0.296,11.5827122,179.6,50.20165,-66.385248,50.201704923467155,-66.385385804737524,9.635393,-10.2884073,0.8476235,01/01/1970 00:20:21 +00:00,8.816864,°C,0.001422731,RFU,8.810455,°C,0,RFU,8.452793,°C,31172.3379,μS/cm,45577.03,μS/cm,28.9371147,PSU,32.0797234,Ω-cm,1.02245438,g/cm³,29.62507,ppt,0.07890328,NTU,8.452793,°C,15.714,V
08/01/2025 15:09:24 +00:00,0.297,11.5844584,196.3,50.20165,-66.385248,50.201704794376184,-66.3853857062509,9.621035,-10.2813759,0.846948445,01/01/1970 00:20:22 +00:00,8.816864,°C,0.001422731,RFU,8.810455,°C,0,RFU,8.452793,°C,31172.3379,μS/cm,45577.03,μS/cm,28.9371147,PSU,32.0797234,Ω-cm,1.02245438,g/cm³,29.62507,ppt,0.07890328,NTU,8.452793,°C,15.714,V
08/01/2025 15:09:25 +00:00,0.302,11.5844584,214.9,50.20165,-66.385248,50.201704620153187,-66.385385647818993,9.601655,-10.2772045,0.846948445,01/01/1970 00:20:23 +00:00,8.816864,°C,0.001422731,RFU,8.810455,°C,0,RFU,8.452793,°C,31172.3379,μS/cm,45577.03,μS/cm,28.9371147,PSU,32.0797234,Ω-cm,1.02245438,g/cm³,29.62507,ppt,0.07890328,NTU,8.452793,°C,15.714,V
08/01/2025 15:09:26 +00:00,0.303,11.5844584,235.1,50.20165,-66.385248,50.201704496974031,-66.385385744675474,9.587954,-10.28412,0.846948445,01/01/1970 00:20:24 +00:00,8.816864,°C,0.001422731,RFU,8.810455,°C,0,RFU,8.452793,°C,31172.3379,μS/cm,45577.03,μS/cm,28.9371147,PSU,32.0797234,Ω-cm,1.02245438,g/cm³,29.62507,ppt,0.07890328,NTU,8.452793,°C,15.714,V
08/01/2025 15:09:27 +00:00,0.306,11.5844584,257.3,50.20165,-66.385248,50.201704394827452,-66.385385796968791,9.57659149,-10.2878532,0.846948445,01/01/1970 00:20:25 +00:00,8.806427,°C,0.002090263,RFU,8.804596,°C,0,RFU,8.463203,°C,31173.498,μS/cm,45565.48,μS/cm,28.93031,PSU,32.07853,Ω-cm,1.02244771,g/cm³,29.6175613,ppt,0.160365745,NTU,8.463203,°C,15.705,V
08/01/2025 15:09:28 +00:00,0.306,11.5844584,277.8,50.20165,-66.385248,50.201704388391569,-66.385385468544143,9.575875,-10.2644053,0.846948445,01/01/1970 00:20:26 +00:00,8.806427,°C,0.002090263,RFU,8.804596,°C,0,RFU,8.463203,°C,31173.498,μS/cm,45565.48,μS/cm,28.93031,PSU,32.07853,Ω-cm,1.02244771,g/cm³,29.6175613,ppt,0.160365745,NTU,8.463203,°C,15.705,V
08/01/2025 15:09:29 +00:00,0.302,11.56579,297,50.20165,-66.385248,50.201704323413367,-66.385385105544543,9.568647,-10.2384882,0.8462733,01/01/1970 00:20:27 +00:00,8.806427,°C,0.002090263,RFU,8.804596,°C,0,RFU,8.463203,°C,31173.498,μS/cm,45565.48,μS/cm,28.93031,PSU,32.07853,Ω-cm,1.02244771,g/cm³,29.6175613,ppt,0.160365745,NTU,8.463203,°C,15.705,V
08/01/2025 15:09:30 +00:00,0.305,11.56579,310.3,50.20165,-66.385248,50.201704156939961,-66.385384782256864,9.550131,-10.2154074,0.8462733,01/01/1970 00:20:28 +00:00,8.806427,°C,0.002090263,RFU,8.804596,°C,0,RFU,8.463203,°C,31173.498,μS/cm,45565.48,μS/cm,28.93031,PSU,32.07853,Ω-cm,1.02244771,g/cm³,29.6175613,ppt,0.160365745,NTU,8.463203,°C,15.705,V
08/01/2025 15:09:31 +00:00,0.291,11.56579,312.5,50.20165,-66.385248,50.201703756188017,-66.3853841677268,9.505553,-10.1715326,0.8462733,01/01/1970 00:20:29 +00:00,8.806427,°C,0.002090263,RFU,8.804596,°C,0,RFU,8.463203,°C,31173.498,μS/cm,45565.48,μS/cm,28.93031,PSU,32.07853,Ω-cm,1.02244771,g/cm³,29.6175613,ppt,0.160365745,NTU,8.463203,°C,15.705,V
08/01/2025 15:09:32 +00:00,0.295,11.56579,308.8,50.20165,-66.385248,50.201703122489562,-66.385383419983611,9.435065,-10.1181469,0.8462733,01/01/1970 00:20:30 +00:00,8.806427,°C,0.002090263,RFU,8.804596,°C,0,RFU,8.463203,°C,31173.498,μS/cm,45565.48,μS/cm,28.93031,PSU,32.07853,Ω-cm,1.02244771,g/cm³,29.6175613,ppt,0.160365745,NTU,8.463203,°C,15.705,V
08/01/2025 15:09:33 +00:00,0.283,11.56579,306,50.20165,-66.385248,50.201702726235645,-66.385382986874745,9.390988,-10.0872259,0.8462733,01/01/1970 00:20:31 +00:00,8.796722,°C,0.001950212,RFU,8.79953,°C,0,RFU,8.43036,°C,31144.3047,μS/cm,45564.5938,μS/cm,28.9255772,PSU,32.1086,Ω-cm,1.02244854,g/cm³,29.6169853,ppt,0.08203665,NTU,8.43036,°C,15.714,V
08/01/2025 15:09:34 +00:00,0.287,11.5876141,304.7,50.20165,-66.385248,50.201702549648964,-66.385382928017336,9.371346,-10.0830231,0.8455981,01/01/1970 00:20:32 +00:00,8.796722,°C,0.001950212,RFU,8.79953,°C,0,RFU,8.43036,°C,31144.3047,μS/cm,45564.5938,μS/cm,28.9255772,PSU,32.1086,Ω-cm,1.02244854,g/cm³,29.6169853,ppt,0.08203665,NTU,8.43036,°C,15.714,V
08/01/2025 15:09:35 +00:00,0.295,11.5876141,304.1,50.20165,-66.385248,50.201702288197644,-66.3853827110168,9.342264,-10.0675306,0.8455981,01/01/1970 00:20:33 +00:00,8.796722,°C,0.001950212,RFU,8.79953,°C,0,RFU,8.43036,°C,31144.3047,μS/cm,45564.5938,μS/cm,28.9255772,PSU,32.1086,Ω-cm,1.02244854,g/cm³,29.6169853,ppt,0.08203665,NTU,8.43036,°C,15.714,V
08/01/2025 15:09:36 +00:00,0.296,11.5876141,297.9,50.20165,-66.385248,50.201702237666666,-66.385382875074868,9.336643,-10.0792437,0.8455981,01/01/1970 00:20:34 +00:00,8.796722,°C,0.001950212,RFU,8.79953,°C,0,RFU,8.43036,°C,31144.3047,μS/cm,45564.5938,μS/cm,28.9255772,PSU,32.1086,Ω-cm,1.02244854,g/cm³,29.6169853,ppt,0.08203665,NTU,8.43036,°C,15.714,V
08/01/2025 15:09:37 +00:00,0.3,11.5876141,276,50.20165,-66.385248,50.201702186550428,-66.38538302523979,9.330958,-10.0899649,0.8455981,01/01/1970 00:20:35 +00:00,8.796722,°C,0.001950212,RFU,8.79953,°C,0,RFU,8.43036,°C,31144.3047,μS/cm,45564.5938,μS/cm,28.9255772,PSU,32.1086,Ω-cm,1.02244854,g/cm³,29.6169853,ppt,0.08203665,NTU,8.43036,°C,15.714,V
08/01/2025 15:09:38 +00:00,0.302,11.5904007,261.4,50.20165,-66.385248,50.2017019404796,-66.385383207478753,9.303587,-10.1029758,0.8455981,01/01/1970 00:20:36 +00:00,8.796722,°C,0.001950212,RFU,8.79953,°C,0,RFU,8.43036,°C,31144.3047,μS/cm,45564.5938,μS/cm,28.9255772,PSU,32.1086,Ω-cm,1.02244854,g/cm³,29.6169853,ppt,0.08203665,NTU,8.43036,°C,15.714,V
08/01/2025 15:09:39 +00:00,0.298,11.5904007,252.7,50.20165,-66.385248,50.201701553404021,-66.385383455098022,9.260531,-10.1206551,0.8442479,01/01/1970 00:20:37 +00:00,8.78717,°C,0.003752732,RFU,8.790741,°C,0,RFU,8.412333,°C,31097.53,μS/cm,45519.09,μS/cm,28.8914013,PSU,32.1568947,Ω-cm,1.02242434,g/cm³,29.58741,ppt,0.4625651,NTU,8.412333,°C,15.678,V
08/01/2025 15:09:40 +00:00,0.291,11.5904007,248,50.20165,-66.385248,50.201701244708254,-66.385383534157256,9.226194,-10.1262989,0.8442479,01/01/1970 00:20:38 +00:00,8.78717,°C,0.003752732,RFU,8.790741,°C,0,RFU,8.412333,°C,31097.53,μS/cm,45519.09,μS/cm,28.8914013,PSU,32.1568947,Ω-cm,1.02242434,g/cm³,29.58741,ppt,0.4625651,NTU,8.412333,°C,15.678,V
08/01/2025 15:09:41 +00:00,0.297,11.5904007,245,50.20165,-66.385248,50.2017009271969,-66.385383732423733,9.190876,-10.1404543,0.8442479,01/01/1970 00:20:39 +00:00,8.78717,°C,0.003752732,RFU,8.790741,°C,0,RFU,8.412333,°C,31097.53,μS/cm,45519.09,μS/cm,28.8914013,PSU,32.1568947,Ω-cm,1.02242434,g/cm³,29.58741,ppt,0.4625651,NTU,8.412333,°C,15.678,V
08/01/2025 15:09:42 +00:00,0.3,11.5904007,246.3,50.20165,-66.385248,50.201700577956451,-66.385383949865769,9.152029,-10.1559792,0.8442479,01/01/1970 00:20:40 +00:00,8.78717,°C,0.003752732,RFU,8.790741,°C,0,RFU,8.412333,°C,31097.53,μS/cm,45519.09,μS/cm,28.8914013,PSU,32.1568947,Ω-cm,1.02242434,g/cm³,29.58741,ppt,0.4625651,NTU,8.412333,°C,15.678,V
08/01/2025 15:09:43 +00:00,0.304,11.5682411,247.4,50.20165,-66.385248,50.201700381826086,-66.385384104110585,9.130213,-10.1669912,0.8442479,01/01/1970 00:20:41 +00:00,8.78717,°C,0.003752732,RFU,8.790741,°C,0,RFU,8.412333,°C,31097.53,μS/cm,45519.09,μS/cm,28.8914013,PSU,32.1568947,Ω-cm,1.02242434,g/cm³,29.58741,ppt,0.4625651,NTU,8.412333,°C,15.678,V
08/01/2025 15:09:44 +00:00,0.308,11.5682411,249.9,50.20165,-66.385248,50.201700044546932,-66.385384427582679,9.092697,-10.1900864,0.8435728,01/01/1970 00:20:42 +00:00,8.78717,°C,0.003752732,RFU,8.790741,°C,0,RFU,8.412333,°C,31097.53,μS/cm,45519.09,μS/cm,28.8914013,PSU,32.1568947,Ω-cm,1.02242434,g/cm³,29.58741,ppt,0.4625651,NTU,8.412333,°C,15.678,V
08/01/2025 15:09:45 +00:00,0.291,11.5682411,255.4,50.20165,-66.385248,50.20169956293384,-66.385385979165932,9.039125,-10.3008623,0.8435728,01/01/1970 00:20:43 +00:00,8.770691,°C,0.003994764,RFU,8.780609,°C,0,RFU,8.417292,°C,31167.1523,μS/cm,45614.6758,μS/cm,28.9590778,PSU,32.08506,Ω-cm,1.02247655,g/cm³,29.64954,ppt,0.166790888,NTU,8.417292,°C,15.705,V
08/01/2025 15:09:46 +00:00,0.285,11.5682411,262.1,50.20165,-66.385248,50.201699065737941,-66.385387943197941,8.983821,-10.4410849,0.8435728,01/01/1970 00:20:44 +00:00,8.770691,°C,0.003994764,RFU,8.780609,°C,0,RFU,8.417292,°C,31167.1523,μS/cm,45614.6758,μS/cm,28.9590778,PSU,32.08506,Ω-cm,1.02247655,g/cm³,29.64954,ppt,0.166790888,NTU,8.417292,°C,15.705,V
08/01/2025 15:09:47 +00:00,0.268,11.5682411,266.4,50.20165,-66.385248,50.201698762337742,-66.385389865720484,8.950073,-10.5783443,0.8435728,01/01/1970 00:20:45 +00:00,8.770691,°C,0.003994764,RFU,8.780609,°C,0,RFU,8.417292,°C,31167.1523,μS/cm,45614.6758,μS/cm,28.9590778,PSU,32.08506,Ω-cm,1.02247655,g/cm³,29.64954,ppt,0.166790888,NTU,8.417292,°C,15.705,V
08/01/2025 15:09:48 +00:00,0.227,11.6041651,275.2,50.20165,-66.385248,50.2016986278015,-66.385391202050286,8.935109,-10.6737518,0.8435728,01/01/1970 00:20:46 +00:00,8.770691,°C,0.003994764,RFU,8.780609,°C,0,RFU,8.417292,°C,31167.1523,μS/cm,45614.6758,μS/cm,28.9590778,PSU,32.08506,Ω-cm,1.02247655,g/cm³,29.64954,ppt,0.166790888,NTU,8.417292,°C,15.705,V
08/01/2025 15:09:49 +00:00,0.136,11.6041651,284.7,50.20165,-66.385248,50.20169869713,-66.38539197274865,8.942821,-10.728776,0.842897654,01/01/1970 00:20:47 +00:00,8.770691,°C,0.003994764,RFU,8.780609,°C,0,RFU,8.417292,°C,31167.1523,μS/cm,45614.6758,μS/cm,28.9590778,PSU,32.08506,Ω-cm,1.02247655,g/cm³,29.64954,ppt,0.166790888,NTU,8.417292,°C,15.705,V
08/01/2025 15:09:50 +00:00,0.022,11.6041651,290.7,50.20165,-66.385248,50.201698878086368,-66.3853928614318,8.962949,-10.7922239,0.842897654,01/01/1970 00:20:48 +00:00,8.770691,°C,0.003994764,RFU,8.780609,°C,0,RFU,8.417292,°C,31167.1523,μS/cm,45614.6758,μS/cm,28.9590778,PSU,32.08506,Ω-cm,1.02247655,g/cm³,29.64954,ppt,0.166790888,NTU,8.417292,°C,15.705,V
08/01/2025 15:09:51 +00:00,-0.106,11.6041651,294.7,50.20165,-66.385248,50.201698894434642,-66.385393356456674,8.964767,-10.8275661,0.842897654,01/01/1970 00:20:49 +00:00,8.770691,°C,0.003994764,RFU,8.780609,°C,0,RFU,8.417292,°C,31167.1523,μS/cm,45614.6758,μS/cm,28.9590778,PSU,32.08506,Ω-cm,1.02247655,g/cm³,29.64954,ppt,0.166790888,NTU,8.417292,°C,15.705,V
08/01/2025 15:09:52 +00:00,-0.111,11.6041651,297.2,50.20165,-66.385248,50.201698954818035,-66.385393812563748,8.971484,-10.86013,0.842897654,01/01/1970 00:20:50 +00:00,8.770691,°C,0.003994764,RFU,8.780609,°C,0,RFU,8.417292,°C,31167.1523,μS/cm,45614.6758,μS/cm,28.9590778,PSU,32.08506,Ω-cm,1.02247655,g/cm³,29.64954,ppt,0.166790888,NTU,8.417292,°C,15.705,V
08/01/2025 15:09:53 +00:00,-0.082,11.6027212,301,50.20165,-66.385248,50.201698944650182,-66.385394296723973,8.970353,-10.8946972,0.842897654,01/01/1970 00:20:51 +00:00,8.770691,°C,0.003994764,RFU,8.780609,°C,0,RFU,8.417292,°C,31167.1523,μS/cm,45614.6758,μS/cm,28.9590778,PSU,32.08506,Ω-cm,1.02247655,g/cm³,29.64954,ppt,0.166790888,NTU,8.417292,°C,15.705,V
08/01/2025 15:09:54 +00:00,-0.086,11.6027212,305.8,50.20165,-66.385248,50.201698953699037,-66.385394725908029,8.97136,-10.9253387,0.842222452,01/01/1970 00:20:52 +00:00,8.770691,°C,0.003994764,RFU,8.780609,°C,0,RFU,8.417292,°C,31167.1523,μS/cm,45614.6758,μS/cm,28.9590778,PSU,32.08506,Ω-cm,1.02247655,g/cm³,29.64954,ppt,0.166790888,NTU,8.417292,°C,15.705,V
08/01/2025 15:09:55 +00:00,-0.076,11.6027212,308.8,50.20165,-66.385248,50.201699143180463,-66.385395361846108,8.992436,-10.9707413,0.842222452,01/01/1970 00:20:53 +00:00,8.759064,°C,0.007597089,RFU,8.77603149,°C,0,RFU,8.588061,°C,31264.61,μS/cm,45539.9141,μS/cm,28.9278641,PSU,31.9850464,Ω-cm,1.022428,g/cm³,29.6009445,ppt,0.130034283,NTU,8.588061,°C,15.678,V
08/01/2025 15:09:56 +00:00,-0.101,11.6027212,307.9,50.20165,-66.385248,50.201700389023166,-66.385398223994329,9.131016,-11.1750851,0.842222452,01/01/1970 00:20:54 +00:00,8.759064,°C,0.007597089,RFU,8.77603149,°C,0,RFU,8.588061,°C,31264.61,μS/cm,45539.9141,μS/cm,28.9278641,PSU,31.9850464,Ω-cm,1.022428,g/cm³,29.6009445,ppt,0.130034283,NTU,8.588061,°C,15.678,V
08/01/2025 15:09:57 +00:00,-0.117,11.6027212,306.5,50.20165,-66.385248,50.201701963541041,-66.3854017336051,9.306154,-11.4256554,0.842222452,01/01/1970 00:20:55 +00:00,8.759064,°C,0.007597089,RFU,8.77603149,°C,0,RFU,8.588061,°C,31264.61,μS/cm,45539.9141,μS/cm,28.9278641,PSU,31.9850464,Ω-cm,1.022428,g/cm³,29.6009445,ppt,0.130034283,NTU,8.588061,°C,15.678,V
