Ts,Depth,Altitude,WaterTemp,Heading,PilotLat,PilotLon,DroneLat,DroneLon,DroneNorthing,DroneEasting,BatteryLevel,Monotonic,ChlorophyllASensor-Temperature,ChlorophyllASensor-Temperature-unit,ChlorophyllASensor-ChlorophyllAFluorescenceIntensity,ChlorophyllASensor-ChlorophyllAFluorescenceIntensity-unit,CrudeOilSensor-Temperature,CrudeOilSensor-Temperature-unit,CrudeOilSensor-CrudeOilFluorescenceIntensity,CrudeOilSensor-CrudeOilFluorescenceIntensity-unit,ConductivitySensor-Temperature,ConductivitySensor-Temperature-unit,ConductivitySensor-ActualConductivity,ConductivitySensor-ActualConductivity-unit,ConductivitySensor-SpecificConductivity,ConductivitySensor-SpecificConductivity-unit,ConductivitySensor-Salinity,ConductivitySensor-Salinity-unit,ConductivitySensor-Resistivity,ConductivitySensor-Resistivity-unit,ConductivitySensor-DensityOfWater,ConductivitySensor-DensityOfWater-unit,ConductivitySensor-TotalDissolvedSolids,ConductivitySensor-TotalDissolvedSolids-unit,TurbiditySensor-Turbidity,TurbiditySensor-Turbidity-unit,ProbeParameters-Temperature,ProbeParameters-Temperature-unit,ProbeParameters-ExternalVoltage,ProbeParameters-ExternalVoltage-unit
08/07/2025 14:18:24 +00:00,0.123,1.2989049,21.7579651,36.1,50.20180666666667,-66.384988333333325,50.201823461395925,-66.384989102525367,1.86812735,-0.0549165942,0.956224263,01/01/1970 00:06:19 +00:00,14.9547119,°C,0.003945033,RFU,15.7387085,°C,0.00244095176,RFU,10.2445555,°C,32708.7148,μS/cm,45544.4648,μS/cm,29.1214657,PSU,30.5728912,Ω-cm,1.02232766,g/cm³,29.6039,ppt,0.69782,NTU,10.2445555,°C,16.417,V
08/07/2025 14:18:25 +00:00,0.146,1.266476,21.7579651,37.5,50.20180666666667,-66.384988333333325,50.201823881252622,-66.3849886017372,1.91482925,-0.0191627387,0.956224263,01/01/1970 00:06:20 +00:00,14.9547119,°C,0.003945033,RFU,15.7387085,°C,0.00244095176,RFU,10.2445555,°C,32708.7148,μS/cm,45544.4648,μS/cm,29.1214657,PSU,30.5728912,Ω-cm,1.02232766,g/cm³,29.6039,ppt,0.69782,NTU,10.2445555,°C,16.417,V
08/07/2025 14:18:26 +00:00,0.188,1.22716117,21.7579651,39,50.20180666666667,-66.384988333333325,50.20182437578827,-66.384988057902248,1.9698379,0.0196644478,0.956224263,01/01/1970 00:06:21 +00:00,14.9547119,°C,0.003945033,RFU,15.7387085,°C,0.00244095176,RFU,10.2445555,°C,32708.7148,μS/cm,45544.4648,μS/cm,29.1214657,PSU,30.5728912,Ω-cm,1.02232766,g/cm³,29.6039,ppt,0.69782,NTU,10.2445555,°C,16.417,V
08/07/2025 14:18:27 +00:00,0.216,1.1721884,21.3195972,38.7,50.20180666666667,-66.384988333333325,50.201824659850729,-66.384987545656983,2.001435,0.056236282,0.9555483,01/01/1970 00:06:22 +00:00,14.9547119,°C,0.003945033,RFU,15.7387085,°C,0.00244095176,RFU,10.2445555,°C,32708.7148,μS/cm,45544.4648,μS/cm,29.1214657,PSU,30.5728912,Ω-cm,1.02232766,g/cm³,29.6039,ppt,0.69782,NTU,10.2445555,°C,16.417,V
08/07/2025 14:18:28 +00:00,0.222,1.14352107,21.3195972,37.2,50.20180666666667,-66.384988333333325,50.201824780552776,-66.3849872502547,2.014861,0.07732658,0.9555483,01/01/1970 00:06:23 +00:00,14.694397,°C,0.00166950072,RFU,15.4672241,°C,0,RFU,9.847465,°C,32670.1953,μS/cm,45976.38,μS/cm,29.3836079,PSU,30.6089382,Ω-cm,1.02259493,g/cm³,29.8846455,ppt,0.5532186,NTU,9.847465,°C,16.453,V
08/07/2025 14:18:29 +00:00,0.222,1.13475633,21.3195972,36.6,50.20180666666667,-66.384988333333325,50.201824789791637,-66.3849870418688,2.01588869,0.0922043249,0.9555483,01/01/1970 00:06:24 +00:00,14.694397,°C,0.00166950072,RFU,15.4672241,°C,0,RFU,9.847465,°C,32670.1953,μS/cm,45976.38,μS/cm,29.3836079,PSU,30.6089382,Ω-cm,1.02259493,g/cm³,29.8846455,ppt,0.5532186,NTU,9.847465,°C,16.453,V
08/07/2025 14:18:30 +00:00,0.225,1.14978361,21.3195972,37,50.20180666666667,-66.384988333333325,50.201824987198243,-66.3849868779775,2.0378468,0.103905372,0.9555483,01/01/1970 00:06:25 +00:00,14.694397,°C,0.00166950072,RFU,15.4672241,°C,0,RFU,9.847465,°C,32670.1953,μS/cm,45976.38,μS/cm,29.3836079,PSU,30.6089382,Ω-cm,1.02259493,g/cm³,29.8846455,ppt,0.5532186,NTU,9.847465,°C,16.453,V
08/07/2025 14:18:31 +00:00,0.217,1.16024542,21.3195972,37.3,50.20180666666667,-66.384988333333325,50.2018255840685,-66.384986053545759,2.10423851,0.1627658,0.9555483,01/01/1970 00:06:26 +00:00,14.694397,°C,0.00166950072,RFU,15.4672241,°C,0,RFU,9.847465,°C,32670.1953,μS/cm,45976.38,μS/cm,29.3836079,PSU,30.6089382,Ω-cm,1.02259493,g/cm³,29.8846455,ppt,0.5532186,NTU,9.847465,°C,16.453,V
08/07/2025 14:18:32 +00:00,0.219,1.14046121,20.8942,36,50.20180666666667,-66.384988333333325,50.201826280861596,-66.384985254679449,2.18174481,0.219801,0.95487237,01/01/1970 00:06:27 +00:00,14.694397,°C,0.00166950072,RFU,15.4672241,°C,0,RFU,9.847465,°C,32670.1953,μS/cm,45976.38,μS/cm,29.3836079,PSU,30.6089382,Ω-cm,1.02259493,g/cm³,29.8846455,ppt,0.5532186,NTU,9.847465,°C,16.453,V
08/07/2025 14:18:33 +00:00,0.211,1.1588155,20.8942,32.5,50.20180666666667,-66.384988333333325,50.201827297960513,-66.384984095381313,2.29487967,0.30256927,0.95487237,01/01/1970 00:06:28 +00:00,14.694397,°C,0.00166950072,RFU,15.4672241,°C,0,RFU,9.847465,°C,32670.1953,μS/cm,45976.38,μS/cm,29.3836079,PSU,30.6089382,Ω-cm,1.02259493,g/cm³,29.8846455,ppt,0.5532186,NTU,9.847465,°C,16.453,V
08/07/2025 14:18:34 +00:00,0.195,1.11910284,20.8942,26.5,50.20180666666667,-66.384988333333325,50.201828700653614,-66.384982803430361,2.45090532,0.3948083,0.95487237,01/01/1970 00:06:29 +00:00,14.694397,°C,0.00166950072,RFU,15.4672241,°C,0,RFU,9.847465,°C,32670.1953,μS/cm,45976.38,μS/cm,29.3836079,PSU,30.6089382,Ω-cm,1.02259493,g/cm³,29.8846455,ppt,0.5532186,NTU,9.847465,°C,16.453,V
08/07/2025 14:18:35 +00:00,0.179,1.12199736,20.8942,24.8,50.20180666666667,-66.384988333333325,50.201830012625535,-66.384981886641668,2.59684,0.460262567,0.95487237,01/01/1970 00:06:30 +00:00,14.694397,°C,0.00166950072,RFU,15.4672241,°C,0,RFU,9.847465,°C,32670.1953,μS/cm,45976.38,μS/cm,29.3836079,PSU,30.6089382,Ω-cm,1.02259493,g/cm³,29.8846455,ppt,0.5532186,NTU,9.847465,°C,16.453,V
08/07/2025 14:18:37 +00:00,0.171,1.136351,20.8942,18.7,50.20180666666667,-66.384988333333325,50.201831150794014,-66.38498120308661,2.72344184,0.5090651,0.9541964,01/01/1970 00:06:31 +00:00,14.694397,°C,0.00166950072,RFU,15.4672241,°C,0,RFU,9.847465,°C,32670.1953,μS/cm,45976.38,μS/cm,29.3836079,PSU,30.6089382,Ω-cm,1.02259493,g/cm³,29.8846455,ppt,0.5532186,NTU,9.847465,°C,16.453,V
08/07/2025 14:18:38 +00:00,0.18,1.132088,20.4753876,16.5,50.20180666666667,-66.384988333333325,50.201832310573373,-66.384980727923008,2.85244751,0.542989433,0.9541964,01/01/1970 00:06:32 +00:00,14.3713379,°C,0.006536753,RFU,15.0940857,°C,0,RFU,9.9116,°C,32605.2539,μS/cm,45806.02,μS/cm,29.2702656,PSU,30.6699047,Ω-cm,1.0224967,g/cm³,29.7739143,ppt,0.852326,NTU,9.9116,°C,16.354,V
08/07/2025 14:18:39 +00:00,0.189,1.124553,20.4753876,16.6,50.20180666666667,-66.384988333333325,50.201833128108063,-66.384980430696942,2.94338417,0.564209938,0.9541964,01/01/1970 00:06:33 +00:00,14.3713379,°C,0.006536753,RFU,15.0940857,°C,0,RFU,9.9116,°C,32605.2539,μS/cm,45806.02,μS/cm,29.2702656,PSU,30.6699047,Ω-cm,1.0224967,g/cm³,29.7739143,ppt,0.852326,NTU,9.9116,°C,16.354,V
08/07/2025 14:18:40 +00:00,0.213,1.10335779,20.4753876,15.5,50.20180666666667,-66.384988333333325,50.201833563470679,-66.384980380054657,2.991811,0.567825556,0.9541964,01/01/1970 00:06:34 +00:00,14.3713379,°C,0.006536753,RFU,15.0940857,°C,0,RFU,9.9116,°C,32605.2539,μS/cm,45806.02,μS/cm,29.2702656,PSU,30.6699047,Ω-cm,1.0224967,g/cm³,29.7739143,ppt,0.852326,NTU,9.9116,°C,16.354,V
08/07/2025 14:18:41 +00:00,0.231,1.08281577,20.4753876,14.1,50.20180666666667,-66.384988333333325,50.201834249698813,-66.3849801230606,3.06814218,0.586173654,0.9541964,01/01/1970 00:06:35 +00:00,14.3713379,°C,0.006536753,RFU,15.0940857,°C,0,RFU,9.9116,°C,32605.2539,μS/cm,45806.02,μS/cm,29.2702656,PSU,30.6699047,Ω-cm,1.0224967,g/cm³,29.7739143,ppt,0.852326,NTU,9.9116,°C,16.354,V
08/07/2025 14:18:42 +00:00,0.239,1.0580039,20.4753876,13.8,50.20180666666667,-66.384988333333325,50.201835014326328,-66.384979894850034,3.153194,0.602466762,0.952844441,01/01/1970 00:06:36 +00:00,14.3713379,°C,0.006536753,RFU,15.0940857,°C,0,RFU,9.9116,°C,32605.2539,μS/cm,45806.02,μS/cm,29.2702656,PSU,30.6699047,Ω-cm,1.0224967,g/cm³,29.7739143,ppt,0.852326,NTU,9.9116,°C,16.354,V
08/07/2025 14:18:43 +00:00,0.249,1.0588913,19.8543968,14.9,50.20180666666667,-66.384988333333325,50.201835357504713,-66.384979884817142,3.19136667,0.6031831,0.952844441,01/01/1970 00:06:37 +00:00,14.3713379,°C,0.006536753,RFU,15.0940857,°C,0,RFU,9.9116,°C,32605.2539,μS/cm,45806.02,μS/cm,29.2702656,PSU,30.6699047,Ω-cm,1.0224967,g/cm³,29.7739143,ppt,0.852326,NTU,9.9116,°C,16.354,V
08/07/2025 14:18:44 +00:00,0.245,1.06459272,19.8543968,15,50.20180666666667,-66.384988333333325,50.201835724276819,-66.384979831977574,3.23216367,0.6069556,0.952844441,01/01/1970 00:06:38 +00:00,14.3713379,°C,0.006536753,RFU,15.0940857,°C,0,RFU,9.9116,°C,32605.2539,μS/cm,45806.02,μS/cm,29.2702656,PSU,30.6699047,Ω-cm,1.0224967,g/cm³,29.7739143,ppt,0.852326,NTU,9.9116,°C,16.354,V
08/07/2025 14:18:45 +00:00,0.247,1.06592035,19.8543968,9.2,50.20180666666667,-66.384988333333325,50.201836253488942,-66.384979571831352,3.29102969,0.625528753,0.952844441,01/01/1970 00:06:39 +00:00,14.1663513,°C,0.00258763763,RFU,14.8352661,°C,0,RFU,9.904393,°C,32708.9336,μS/cm,45960.5625,μS/cm,29.3787918,PSU,30.5726871,Ω-cm,1.02258241,g/cm³,29.8743668,ppt,0.7820998,NTU,9.904393,°C,16.3,V
08/07/2025 14:18:46 +00:00,0.23,1.06133974,19.8543968,8,50.20180666666667,-66.384988333333325,50.201836987654147,-66.384979393043565,3.372693,0.6382933,0.952844441,01/01/1970 00:06:40 +00:00,14.1663513,°C,0.00258763763,RFU,14.8352661,°C,0,RFU,9.904393,°C,32708.9336,μS/cm,45960.5625,μS/cm,29.3787918,PSU,30.5726871,Ω-cm,1.02258241,g/cm³,29.8743668,ppt,0.7820998,NTU,9.904393,°C,16.3,V
08/07/2025 14:18:47 +00:00,0.235,1.04994524,19.8543968,8.7,50.20180666666667,-66.384988333333325,50.201837524747972,-66.384979520138643,3.43243551,0.629219353,0.952168465,01/01/1970 00:06:41 +00:00,14.1663513,°C,0.00258763763,RFU,14.8352661,°C,0,RFU,9.904393,°C,32708.9336,μS/cm,45960.5625,μS/cm,29.3787918,PSU,30.5726871,Ω-cm,1.02258241,g/cm³,29.8743668,ppt,0.7820998,NTU,9.904393,°C,16.3,V
08/07/2025 14:18:48 +00:00,0.232,1.03747356,19.4728451,9.7,50.20180666666667,-66.384988333333325,50.201837732569281,-66.384979670470955,3.455552,0.618486345,0.952168465,01/01/1970 00:06:42 +00:00,14.1663513,°C,0.00258763763,RFU,14.8352661,°C,0,RFU,9.904393,°C,32708.9336,μS/cm,45960.5625,μS/cm,29.3787918,PSU,30.5726871,Ω-cm,1.02258241,g/cm³,29.8743668,ppt,0.7820998,NTU,9.904393,°C,16.3,V
08/07/2025 14:18:49 +00:00,0.235,1.034817,19.4728451,6.8,50.20180666666667,-66.384988333333325,50.201837952507717,-66.384980049093855,3.48001647,0.5914545,0.952168465,01/01/1970 00:06:43 +00:00,14.1663513,°C,0.00258763763,RFU,14.8352661,°C,0,RFU,9.904393,°C,32708.9336,μS/cm,45960.5625,μS/cm,29.3787918,PSU,30.5726871,Ω-cm,1.02258241,g/cm³,29.8743668,ppt,0.7820998,NTU,9.904393,°C,16.3,V
08/07/2025 14:18:50 +00:00,0.224,1.05321991,19.4728451,5.2,50.20180666666667,-66.384988333333325,50.201838270138254,-66.384980140518934,3.51534748,0.5849272,0.952168465,01/01/1970 00:06:44 +00:00,14.1663513,°C,0.00258763763,RFU,14.8352661,°C,0,RFU,9.904393,°C,32708.9336,μS/cm,45960.5625,μS/cm,29.3787918,PSU,30.5726871,Ω-cm,1.02258241,g/cm³,29.8743668,ppt,0.7820998,NTU,9.904393,°C,16.3,V
08/07/2025 14:18:51 +00:00,0.192,1.06413853,19.4728451,2.1,50.20180666666667,-66.384988333333325,50.20183858857051,-66.384980904630211,3.55076766,0.530373335,0.952168465,01/01/1970 00:06:45 +00:00,13.9807739,°C,0.001049869,RFU,14.6703186,°C,0,RFU,9.995692,°C,32667.082,μS/cm,45789.5547,μS/cm,29.2679081,PSU,30.6118565,Ω-cm,1.02248156,g/cm³,29.76321,ppt,0.438437551,NTU,9.995692,°C,16.237,V
08/07/2025 14:18:52 +00:00,0.184,1.1010226,19.4728451,1.3,50.20180666666667,-66.384988333333325,50.201838794419956,-66.384982616059318,3.573665,0.4081856,0.951492548,01/01/1970 00:06:46 +00:00,13.9807739,°C,0.001049869,RFU,14.6703186,°C,0,RFU,9.995692,°C,32667.082,μS/cm,45789.5547,μS/cm,29.2679081,PSU,30.6118565,Ω-cm,1.02248156,g/cm³,29.76321,ppt,0.438437551,NTU,9.995692,°C,16.237,V
08/07/2025 14:18:53 +00:00,0.181,1.13072634,19.1191921,2.1,50.20180666666667,-66.384988333333325,50.201839076912876,-66.3849840828276,3.60508728,0.303465456,0.951492548,01/01/1970 00:06:47 +00:00,13.9807739,°C,0.001049869,RFU,14.6703186,°C,0,RFU,9.995692,°C,32667.082,μS/cm,45789.5547,μS/cm,29.2679081,PSU,30.6118565,Ω-cm,1.02248156,g/cm³,29.76321,ppt,0.438437551,NTU,9.995692,°C,16.237,V
08/07/2025 14:18:54 +00:00,0.212,1.12373018,19.1191921,3.1,50.20180666666667,-66.384988333333325,50.201839369161505,-66.384985487359955,3.637595,0.203188673,0.951492548,01/01/1970 00:06:48 +00:00,13.9807739,°C,0.001049869,RFU,14.6703186,°C,0,RFU,9.995692,°C,32667.082,μS/cm,45789.5547,μS/cm,29.2679081,PSU,30.6118565,Ω-cm,1.02248156,g/cm³,29.76321,ppt,0.438437551,NTU,9.995692,°C,16.237,V
08/07/2025 14:18:55 +00:00,0.257,1.08652079,19.1191921,3.6,50.20180666666667,-66.384988333333325,50.2018396624642,-66.384986891409852,3.67022,0.102946334,0.951492548,01/01/1970 00:06:49 +00:00,13.9807739,°C,0.001049869,RFU,14.6703186,°C,0,RFU,9.995692,°C,32667.082,μS/cm,45789.5547,μS/cm,29.2679081,PSU,30.6118565,Ω-cm,1.02248156,g/cm³,29.76321,ppt,0.438437551,NTU,9.995692,°C,16.237,V
08/07/2025 14:18:56 +00:00,0.308,1.0230906,19.1191921,4.6,50.20180666666667,-66.384988333333325,50.20184002281222,-66.384988605359908,3.71030259,-0.0194213763,0.951492548,01/01/1970 00:06:50 +00:00,13.9807739,°C,0.001049869,RFU,14.6703186,°C,0,RFU,9.995692,°C,32667.082,μS/cm,45789.5547,μS/cm,29.2679081,PSU,30.6118565,Ω-cm,1.02248156,g/cm³,29.76321,ppt,0.438437551,NTU,9.995692,°C,16.237,V
08/07/2025 14:18:57 +00:00,0.361,0.967532754,19.1191921,5.6,50.20180666666667,-66.384988333333325,50.20184035053795,-66.384990177885413,3.74675632,-0.131692052,0.950140536,01/01/1970 00:06:51 +00:00,13.8266907,°C,0.0038964164,RFU,14.5062866,°C,0,RFU,9.762406,°C,32642.9688,μS/cm,46043.33,μS/cm,29.4213982,PSU,30.6344681,Ω-cm,1.02263784,g/cm³,29.9281635,ppt,1.38393867,NTU,9.762406,°C,16.255,V
08/07/2025 14:18:58 +00:00,0.399,0.918053269,18.76497,6.3,50.20180666666667,-66.384988333333325,50.2018407204903,-66.384991723063166,3.78790736,-0.242010236,0.950140536,01/01/1970 00:06:52 +00:00,13.8266907,°C,0.0038964164,RFU,14.5062866,°C,0,RFU,9.762406,°C,32642.9688,μS/cm,46043.33,μS/cm,29.4213982,PSU,30.6344681,Ω-cm,1.02263784,g/cm³,29.9281635,ppt,1.38393867,NTU,9.762406,°C,16.255,V
08/07/2025 14:18:59 +00:00,0.426,0.883437,18.76497,7.9,50.20180666666667,-66.384988333333325,50.201841167438744,-66.38499330119582,3.83762264,-0.354681253,0.950140536,01/01/1970 00:06:53 +00:00,13.8266907,°C,0.0038964164,RFU,14.5062866,°C,0,RFU,9.762406,°C,32642.9688,μS/cm,46043.33,μS/cm,29.4213982,PSU,30.6344681,Ω-cm,1.02263784,g/cm³,29.9281635,ppt,1.38393867,NTU,9.762406,°C,16.255,V
08/07/2025 14:19:00 +00:00,0.452,0.8570028,18.76497,9.8,50.20180666666667,-66.384988333333325,50.201841597251281,-66.384994819189188,3.885432,-0.4630586,0.950140536,01/01/1970 00:06:54 +00:00,13.8266907,°C,0.0038964164,RFU,14.5062866,°C,0,RFU,9.762406,°C,32642.9688,μS/cm,46043.33,μS/cm,29.4213982,PSU,30.6344681,Ω-cm,1.02263784,g/cm³,29.9281635,ppt,1.38393867,NTU,9.762406,°C,16.255,V
08/07/2025 14:19:01 +00:00,0.489,0.8364204,18.76497,10.6,50.20180666666667,-66.384988333333325,50.201842090422552,-66.3849963408722,3.940289,-0.5716994,0.950140536,01/01/1970 00:06:55 +00:00,13.8266907,°C,0.0038964164,RFU,14.5062866,°C,0,RFU,9.762406,°C,32642.9688,μS/cm,46043.33,μS/cm,29.4213982,PSU,30.6344681,Ω-cm,1.02263784,g/cm³,29.9281635,ppt,1.38393867,NTU,9.762406,°C,16.255,V
08/07/2025 14:19:02 +00:00,0.505,0.819608152,18.76497,11.3,50.20180666666667,-66.384988333333325,50.201842557768231,-66.384997975224266,3.992273,-0.6883841,0.948788643,01/01/1970 00:06:56 +00:00,13.650116,°C,0.00308212661,RFU,14.3584595,°C,0,RFU,9.597141,°C,32572.8125,μS/cm,46149.8477,μS/cm,29.47786,PSU,30.70045,Ω-cm,1.0227077,g/cm³,29.9974022,ppt,0.5906856,NTU,9.597141,°C,16.219,V
08/07/2025 14:19:03 +00:00,0.522,0.814939,18.429039,11.4,50.20180666666667,-66.384988333333325,50.201843019282705,-66.384999597976474,4.04360867,-0.804240763,0.948788643,01/01/1970 00:06:57 +00:00,13.650116,°C,0.00308212661,RFU,14.3584595,°C,0,RFU,9.597141,°C,32572.8125,μS/cm,46149.8477,μS/cm,29.47786,PSU,30.70045,Ω-cm,1.0227077,g/cm³,29.9974022,ppt,0.5906856,NTU,9.597141,°C,16.219,V
08/07/2025 14:19:04 +00:00,0.533,0.826472938,18.429039,10.1,50.20180666666667,-66.384988333333325,50.201843451154176,-66.385001350261561,4.091647,-0.929345369,0.948788643,01/01/1970 00:06:58 +00:00,13.650116,°C,0.00308212661,RFU,14.3584595,°C,0,RFU,9.597141,°C,32572.8125,μS/cm,46149.8477,μS/cm,29.47786,PSU,30.70045,Ω-cm,1.0227077,g/cm³,29.9974022,ppt,0.5906856,NTU,9.597141,°C,16.219,V
08/07/2025 14:19:05 +00:00,0.53,0.8412362,18.429039,9.4,50.20180666666667,-66.384988333333325,50.201843912003291,-66.385003133392658,4.142909,-1.05665231,0.948788643,01/01/1970 00:06:59 +00:00,13.650116,°C,0.00308212661,RFU,14.3584595,°C,0,RFU,9.597141,°C,32572.8125,μS/cm,46149.8477,μS/cm,29.47786,PSU,30.70045,Ω-cm,1.0227077,g/cm³,29.9974022,ppt,0.5906856,NTU,9.597141,°C,16.219,V
08/07/2025 14:19:06 +00:00,0.542,0.875946,18.429039,8.8,50.20180666666667,-66.384988333333325,50.20184432780016,-66.385004907881054,4.18915939,-1.1833421,0.948788643,01/01/1970 00:07:00 +00:00,13.650116,°C,0.00308212661,RFU,14.3584595,°C,0,RFU,9.597141,°C,32572.8125,μS/cm,46149.8477,μS/cm,29.47786,PSU,30.70045,Ω-cm,1.0227077,g/cm³,29.9974022,ppt,0.5906856,NTU,9.597141,°C,16.219,V
08/07/2025 14:19:07 +00:00,0.541,0.9240084,18.429039,11.1,50.20180666666667,-66.384988333333325,50.201844673384919,-66.38500601977772,4.22759962,-1.26272607,0.9474367,01/01/1970 00:07:01 +00:00,13.650116,°C,0.00308212661,RFU,14.3584595,°C,0,RFU,9.597141,°C,32572.8125,μS/cm,46149.8477,μS/cm,29.47786,PSU,30.70045,Ω-cm,1.0227077,g/cm³,29.9974022,ppt,0.5906856,NTU,9.597141,°C,16.219,V
08/07/2025 14:19:08 +00:00,0.573,0.886750758,17.9538841,10.3,50.20180666666667,-66.384988333333325,50.201844805590653,-66.3850066384903,4.24230528,-1.30689919,0.9474367,01/01/1970 00:07:02 +00:00,13.650116,°C,0.00308212661,RFU,14.3584595,°C,0,RFU,9.597141,°C,32572.8125,μS/cm,46149.8477,μS/cm,29.47786,PSU,30.70045,Ω-cm,1.0227077,g/cm³,29.9974022,ppt,0.5906856,NTU,9.597141,°C,16.219,V
08/07/2025 14:19:09 +00:00,0.583,0.8775868,17.9538841,9.6,50.20180666666667,-66.384988333333325,50.20184494283221,-66.385007607138874,4.257571,-1.376056,0.9474367,01/01/1970 00:07:03 +00:00,13.4391785,°C,0.00576742552,RFU,14.2088623,°C,0,RFU,9.467654,°C,32610.6172,μS/cm,46365.8828,μS/cm,29.6155453,PSU,30.66486,Ω-cm,1.02283525,g/cm³,30.1378231,ppt,0.81231,NTU,9.467654,°C,16.255,V
08/07/2025 14:19:10 +00:00,0.562,0.8806559,17.9538841,6.5,50.20180666666667,-66.384988333333325,50.2018451466008,-66.385008649334068,4.28023672,-1.45046365,0.9474367,01/01/1970 00:07:04 +00:00,13.4391785,°C,0.00576742552,RFU,14.2088623,°C,0,RFU,9.467654,°C,32610.6172,μS/cm,46365.8828,μS/cm,29.6155453,PSU,30.66486,Ω-cm,1.02283525,g/cm³,30.1378231,ppt,0.81231,NTU,9.467654,°C,16.255,V
08/07/2025 14:19:11 +00:00,0.534,0.939600646,17.9538841,4.9,50.20180666666667,-66.384988333333325,50.201845422018415,-66.3850104214357,4.31087255,-1.57698309,0.9474367,01/01/1970 00:07:05 +00:00,13.4391785,°C,0.00576742552,RFU,14.2088623,°C,0,RFU,9.467654,°C,32610.6172,μS/cm,46365.8828,μS/cm,29.6155453,PSU,30.66486,Ω-cm,1.02283525,g/cm³,30.1378231,ppt,0.81231,NTU,9.467654,°C,16.255,V
08/07/2025 14:19:12 +00:00,0.494,1.02674627,17.9538841,1.5,50.20180666666667,-66.384988333333325,50.201845705242064,-66.38501205645332,4.342376,-1.69371533,0.9460848,01/01/1970 00:07:06 +00:00,13.4391785,°C,0.00576742552,RFU,14.2088623,°C,0,RFU,9.467654,°C,32610.6172,μS/cm,46365.8828,μS/cm,29.6155453,PSU,30.66486,Ω-cm,1.02283525,g/cm³,30.1378231,ppt,0.81231,NTU,9.467654,°C,16.255,V
08/07/2025 14:19:13 +00:00,0.458,1.09574759,17.64307,358.1,50.20180666666667,-66.384988333333325,50.201845908699937,-66.385013716015663,4.3650074,-1.8122,0.9460848,01/01/1970 00:07:07 +00:00,13.4391785,°C,0.00576742552,RFU,14.2088623,°C,0,RFU,9.467654,°C,32610.6172,μS/cm,46365.8828,μS/cm,29.6155453,PSU,30.66486,Ω-cm,1.02283525,g/cm³,30.1378231,ppt,0.81231,NTU,9.467654,°C,16.255,V
08/07/2025 14:19:14 +00:00,0.415,1.196672,17.64307,355.4,50.20180666666667,-66.384988333333325,50.20184607179776,-66.385015012130253,4.383149,-1.90473628,0.9460848,01/01/1970 00:07:08 +00:00,13.4391785,°C,0.00576742552,RFU,14.2088623,°C,0,RFU,9.467654,°C,32610.6172,μS/cm,46365.8828,μS/cm,29.6155453,PSU,30.66486,Ω-cm,1.02283525,g/cm³,30.1378231,ppt,0.81231,NTU,9.467654,°C,16.255,V
08/07/2025 14:19:15 +00:00,0.376,1.23295128,17.64307,348.2,50.20180666666667,-66.384988333333325,50.201846107679252,-66.385016404582544,4.38714075,-2.00415063,0.9460848,01/01/1970 00:07:09 +00:00,13.2434692,°C,0.00305644353,RFU,14.06131,°C,0,RFU,9.535537,°C,32676.9688,μS/cm,46374.73,μS/cm,29.629734,PSU,30.6025944,Ω-cm,1.02283561,g/cm³,30.1435757,ppt,1.223879,NTU,9.535537,°C,16.183,V
08/07/2025 14:19:16 +00:00,0.364,1.27835751,17.64307,346.9,50.20180666666667,-66.384988333333325,50.201846066662938,-66.385018187251589,4.38257837,-2.13142443,0.9460848,01/01/1970 00:07:10 +00:00,13.2434692,°C,0.00305644353,RFU,14.06131,°C,0,RFU,9.535537,°C,32676.9688,μS/cm,46374.73,μS/cm,29.629734,PSU,30.6025944,Ω-cm,1.02283561,g/cm³,30.1435757,ppt,1.223879,NTU,9.535537,°C,16.183,V
08/07/2025 14:19:17 +00:00,0.35,1.30979884,17.64307,344.6,50.20180666666667,-66.384988333333325,50.201846030812646,-66.385019350808221,4.37859058,-2.21449685,0.945408762,01/01/1970 00:07:11 +00:00,13.2434692,°C,0.00305644353,RFU,14.06131,°C,0,RFU,9.535537,°C,32676.9688,μS/cm,46374.73,μS/cm,29.629734,PSU,30.6025944,Ω-cm,1.02283561,g/cm³,30.1435757,ppt,1.223879,NTU,9.535537,°C,16.183,V
08/07/2025 14:19:18 +00:00,0.337,1.32161248,17.3476543,342.2,50.20180666666667,-66.384988333333325,50.201845910384833,-66.385020780407871,4.36519527,-2.31656313,0.945408762,01/01/1970 00:07:12 +00:00,13.2434692,°C,0.00305644353,RFU,14.06131,°C,0,RFU,9.535537,°C,32676.9688,μS/cm,46374.73,μS/cm,29.629734,PSU,30.6025944,Ω-cm,1.02283561,g/cm³,30.1435757,ppt,1.223879,NTU,9.535537,°C,16.183,V
08/07/2025 14:19:19 +00:00,0.308,1.397641,17.3476543,342.7,50.20180666666667,-66.384988333333325,50.201845841582696,-66.385022411334887,4.357542,-2.43300343,0.945408762,01/01/1970 00:07:13 +00:00,13.2434692,°C,0.00305644353,RFU,14.06131,°C,0,RFU,9.535537,°C,32676.9688,μS/cm,46374.73,μS/cm,29.629734,PSU,30.6025944,Ω-cm,1.02283561,g/cm³,30.1435757,ppt,1.223879,NTU,9.535537,°C,16.183,V
